Orthogroup	ursMar.longCDS.prots	homSap.longCDS.prots
OG0013312	rna31033	ENST00000261038.5
OG0013313	rna31022	ENST00000360304.7
OG0013314	rna31021	ENST00000488653.6
OG0013315	rna31013	ENST00000296181.8
OG0013316	rna31012	ENST00000616727.4
OG0013317	rna31010	ENST00000393469.8
OG0013318	rna31008	ENST00000360647.8
OG0013319	rna31007	ENST00000251775.8
OG0013320	rna31006	ENST00000296220.5
OG0013321	rna31303	ENST00000420910.6
OG0013322	rna31298	ENST00000265239.10
OG0013323	rna31294	ENST00000438796.6
OG0013324	rna31291	ENST00000241502.8
OG0013325	rna31289	ENST00000296343.9
OG0013326	rna31288	ENST00000436408.5
OG0013327	rna31285	ENST00000381916.6
OG0013328	rna31284	ENST00000360110.8
OG0013329	rna31278	ENST00000296326.7
OG0013330	rna31277	ENST00000296327.9
OG0013331	rna31273	ENST00000419333.5
OG0013332	rna31264	ENST00000296328.8
OG0013333	rna31257	ENST00000318037.3
OG0013334	rna31256	ENST00000397537.2
OG0013335	rna31255	ENST00000332629.6
OG0013336	rna31251	ENST00000311630.6
OG0013337	rna31250	ENST00000328557.4
OG0013338	rna31242	ENST00000296333.9
OG0013339	rna31235	ENST00000323460.9
OG0013340	rna31229	ENST00000412723.5
OG0013341	rna31228	ENST00000296350.9
OG0013342	rna23809	ENST00000372966.7
OG0013343	rna23807	ENST00000450457.6
OG0013344	rna23806	ENST00000545398.5
OG0013345	rna23805	ENST00000372930.4
OG0013346	rna23804	ENST00000372927.5
OG0013347	rna23803	ENST00000402866.5
OG0013348	rna23801	ENST00000372902.3
OG0013349	rna23800	ENST00000621635.4
OG0013350	rna23795	ENST00000218516.3
OG0013351	rna2708	ENST00000330154.6
OG0013352	rna31219	ENST00000392379.5
OG0013353	rna31218	ENST00000421243.5
OG0013354	rna31215	ENST00000310380.10
OG0013355	rna27591	ENST00000329759.5
OG0013356	rna27593	ENST00000265245.9
OG0013357	rna27596	ENST00000439040.5
OG0013358	rna27599	ENST00000428839.1
OG0013359	rna27600	ENST00000323830.3
OG0013360	rna27612	ENST00000361510.6
OG0013361	rna27616	ENST00000264735.2
OG0013362	rna27617	ENST00000392452.2
OG0013363	rna27620	ENST00000392456.3
OG0013364	rna27623	ENST00000446788.5
OG0013365	rna27624	ENST00000339051.2
OG0013366	rna27625	ENST00000442080.5
OG0013367	rna27626	ENST00000317757.7
OG0013368	rna27627	ENST00000354905.2
OG0013369	rna27628	ENST00000264734.2
OG0013370	rna27629	ENST00000295522.3
OG0013371	rna27630	ENST00000319332.9
OG0013372	rna27631	ENST00000264731.7
OG0013373	rna27633	ENST00000433971.5
OG0013374	rna27645	ENST00000406870.6
OG0013375	rna27649	ENST00000287641.3
OG0013376	rna27651	ENST00000259030.2
OG0013377	rna27654	ENST00000169298.7
OG0013378	rna27664	ENST00000320741.6
OG0013379	rna27676	ENST00000392481.6
OG0013380	rna27682	ENST00000265023.8
OG0013381	rna27683	ENST00000232003.4
OG0013382	rna27684	ENST00000450521.5
OG0013383	rna27685	ENST00000273784.5
OG0013384	rna27688	ENST00000424280.5
OG0013385	rna27690	ENST00000392499.6
OG0013386	rna27698	ENST00000306376.9
OG0013387	rna27703	ENST00000296257.9
OG0013388	rna27709	ENST00000421852.5
OG0013389	rna27712	ENST00000424227.5
OG0013390	rna27714	ENST00000231887.7
OG0013391	rna27715	ENST00000335012.2
OG0013392	rna27717	ENST00000287546.8
OG0013393	rna27719	ENST00000317897.4
OG0013394	rna27726	ENST00000204604.5
OG0013395	rna27727	ENST00000204615.11
OG0013396	rna27728	ENST00000429568.1
OG0013397	rna27731	ENST00000383847.6
OG0013398	rna27733	ENST00000352767.7
OG0013399	rna27734	ENST00000310118.8
OG0013400	rna27739	ENST00000397676.7
OG0013401	rna27740	ENST00000426955.6
OG0013402	rna27741	ENST00000429586.6
OG0013403	rna27745	ENST00000273783.7
OG0013404	rna27756	ENST00000305135.9
OG0013405	rna27758	ENST00000242810.10
OG0013406	rna27762	ENST00000341319.7
OG0013407	rna27770	ENST00000326505.3
OG0013408	rna27777	ENST00000265598.7
OG0013409	rna27779	ENST00000265594.8
OG0013410	rna27788	ENST00000325404.2
OG0013411	rna27790	ENST00000382564.6
OG0013412	rna27794	ENST00000357559.8
OG0013413	rna27796	ENST00000442201.6
OG0013414	rna27797	ENST00000296015.8
OG0013415	rna27800	ENST00000467460.5
OG0013416	rna27803	ENST00000482604.5
OG0013417	rna27805	ENST00000476781.5
OG0013418	rna27813	ENST00000496856.5
OG0013419	rna27815	ENST00000263967.3
OG0013420	rna27816	ENST00000311417.6
OG0013421	rna27832	ENST00000392692.7
OG0013422	rna27833	ENST00000538775.5
OG0013423	rna27836	ENST00000241261.6
OG0013424	rna27837	ENST00000241256.2
OG0013425	rna27838	ENST00000415807.6
OG0013426	rna27841	ENST00000334567.9
OG0013427	rna27845	ENST00000314251.7
OG0013428	rna27849	ENST00000295822.6
OG0013429	rna27853	ENST00000466674.5
OG0013430	rna27856	ENST00000231706.5
OG0013431	rna27857	ENST00000064724.7
OG0013432	rna27858	ENST00000259119.8
OG0013433	rna27861	ENST00000495893.6
OG0013434	rna27867	ENST00000355897.9
OG0013435	rna27868	ENST00000337002.8
OG0013436	rna27870	ENST00000428432.6
OG0013437	rna33307	ENST00000340806.6
OG0013438	rna33308	ENST00000446859.5
OG0013439	rna33313	ENST00000349841.9
OG0013440	rna33315	ENST00000330368.2
OG0013441	rna33317	ENST00000494292.5
OG0013442	rna33326	ENST00000470487.5
OG0013443	rna33329	ENST00000446050.6
OG0013444	rna33331	ENST00000392750.6
OG0013445	rna33334	ENST00000616363.4
OG0013446	rna13106	ENST00000264381.7
OG0013447	rna13105	ENST00000475390.1
OG0013448	rna2954	ENST00000327928.4
OG0013449	rna2961	ENST00000472947.5
OG0013450	rna2967	ENST00000498165.5
OG0013451	rna2969	ENST00000320767.3
OG0013452	rna2971	ENST00000309784.8
OG0013453	rna2975	ENST00000357388.7
OG0013454	rna2981	ENST00000305579.6
OG0013455	rna2988	ENST00000415822.6
OG0013456	rna2991	ENST00000264263.9
OG0013457	rna2992	ENST00000264265.3
OG0013458	rna2994	ENST00000392822.4
OG0013459	rna2997	ENST00000362010.6
OG0013460	rna2998	ENST00000295927.3
OG0013461	rna3003	ENST00000295926.7
OG0013462	rna3007	ENST00000356539.8
OG0013463	rna3011	ENST00000486483.5
OG0013464	rna3016	ENST00000496455.6
OG0013465	rna3018	ENST00000392845.7
OG0013466	rna3019	ENST00000340171.6
OG0013467	rna3029	ENST00000496811.5
OG0013468	rna3032	ENST00000305097.5
OG0013469	rna3038	ENST00000282488.11
OG0013470	rna3048	ENST00000362032.6
OG0013471	rna3051	ENST00000282466.3
OG0013472	rna3055	ENST00000302632.3
OG0013473	rna3058	ENST00000325602.5
OG0013474	rna3059	ENST00000309170.7
OG0013475	rna3060	ENST00000569170.5, ENST00000328863.8
OG0013476	rna3062	ENST00000295910.10
OG0013477	rna3063	ENST00000615547.4
OG0013478	rna3064	ENST00000460851.5
OG0013479	rna3066	ENST00000361875.7
OG0013480	rna25818	ENST00000610533.4
OG0013481	rna25817	ENST00000457314.5
OG0013482	rna25814	ENST00000223369.2
OG0013483	rna25811	ENST00000289547.8
OG0013484	rna25809	ENST00000258772.9
OG0013485	rna25806	ENST00000615423.1
OG0013486	rna25799	ENST00000381112.7
OG0013487	rna25798	ENST00000490531.2
OG0013488	rna25797	ENST00000258770.7
OG0013490	rna25795	ENST00000496212.5
OG0013491	rna25794	ENST00000297323.11
OG0013492	rna25792	ENST00000275525.7
OG0013493	rna25788	ENST00000311160.13
OG0013494	rna25786	ENST00000436444.5
OG0013495	rna25785	ENST00000297325.8
OG0013496	rna25784	ENST00000430738.5
OG0013497	rna25779	ENST00000435803.5
OG0013498	rna25778	ENST00000340652.4
OG0013499	rna25776	ENST00000297001.6
OG0013500	rna25773	ENST00000331340.7
OG0013501	rna25769	ENST00000356889.8
OG0013502	rna25764	ENST00000357936.9
OG0013503	rna25763	ENST00000398812.6
OG0013504	rna25761	ENST00000395542.6
OG0013505	rna17795, rna25760	ENST00000408890.5
OG0013506	rna25758	ENST00000404951.5
OG0013507	rna25757	ENST00000395535.7
OG0013508	rna25755	ENST00000254770.2
OG0013509	rna25754	ENST00000285279.9
OG0013510	rna25841	ENST00000319357.5
OG0013511	rna25843	ENST00000223324.2
OG0013512	rna25845	ENST00000447342.5
OG0013513	rna25846	ENST00000395925.7
OG0013514	rna25847	ENST00000242208.4
OG0013515	rna25854	ENST00000628514.2
OG0013516	rna25855	ENST00000306984.6
OG0013517	rna25856	ENST00000181839.8
OG0013518	rna25857	ENST00000005257.6
OG0013519	rna25861	ENST00000223273.6
OG0013520	rna25864	ENST00000310301.8
OG0013521	rna25865	ENST00000356264.6
OG0013522	rna25872	ENST00000009041.11
OG0013523	rna25884	ENST00000199448.8
OG0013524	rna25885	ENST00000436072.6
OG0013525	rna25888	ENST00000257694.12
OG0013526	rna25889	ENST00000379028.7
OG0013527	rna25890	ENST00000205386.8
OG0013528	rna25895	ENST00000340010.9
OG0013529	rna25903	ENST00000265715.7
OG0013530	rna25904	ENST00000445771.6
OG0013531	rna25907	ENST00000265720.7
OG0013532	rna25910	ENST00000297135.7
OG0013533	rna25911	ENST00000304402.5
OG0013534	rna25914	ENST00000468410.5
OG0013535	rna25917	ENST00000440650.6
OG0013536	rna25923	ENST00000222553.7
OG0013537	rna25924	ENST00000011473.6
OG0013538	rna25928	ENST00000317716.13
OG0013539	rna25932	ENST00000419735.7
OG0013540	rna25949	ENST00000257700.6
OG0013541	rna25954	ENST00000393651.7
OG0013542	rna25958	ENST00000311117.7
OG0013543	rna25964	ENST00000297431.8
OG0013544	rna25966	ENST00000428762.5
OG0013545	rna5890	ENST00000354356.8
OG0013546	rna5896	ENST00000379263.7
OG0013547	rna5897	ENST00000428154.5
OG0013548	rna5898	ENST00000341533.8
OG0013549	rna5906	ENST00000339431.8
OG0013550	rna5909	ENST00000413034.2
OG0013551	rna5910	ENST00000285871.4
OG0013552	rna5913	ENST00000248598.5
OG0013553	rna5914	ENST00000257626.11
OG0013554	rna5916	ENST00000248594.10
OG0013555	rna5921	ENST00000334955.12
OG0013556	rna5922	ENST00000257663.3
OG0013557	rna5923	ENST00000416283.6
OG0013558	rna5945	ENST00000435819.5
OG0013559	rna5948	ENST00000265361.7
OG0013560	rna5949	ENST00000222390.9
OG0013561	rna5954	ENST00000333891.13
OG0013562	rna5958	ENST00000307792.7
OG0013563	rna5960	ENST00000284136.10
OG0013565	rna5966	ENST00000331242.11
OG0013566	rna5968	ENST00000423734.1
OG0013567	rna5970	ENST00000419147.6
OG0013568	rna5981	ENST00000338056.7
OG0013569	rna5985	ENST00000341119.9
OG0013570	rna5987	ENST00000265728.5
OG0013571	rna5988	ENST00000265727.11
OG0013572	rna5989	ENST00000265729.6
OG0013573	rna5991	ENST00000380079.8
OG0013574	rna5996	ENST00000297203.2
OG0013575	rna5999	ENST00000287908.7
OG0013576	rna6000	ENST00000389297.8
OG0013577	rna6004	ENST00000222511.10
OG0013578	rna6005	ENST00000496677.5
OG0013579	rna6015	ENST00000359028.6
OG0013580	rna6016	ENST00000003100.12
OG0013581	rna6017	ENST00000458448.5
OG0013582	rna6018	ENST00000394507.5
OG0013583	rna6022	ENST00000265742.7
OG0013584	rna6025	ENST00000287957.3
OG0013585	rna6028	ENST00000248633.8
OG0013586	rna6031	ENST00000481551.5
OG0013587	rna6035	ENST00000265734.8
OG0013588	rna6038	ENST00000453812.2
OG0013589	rna6040	ENST00000305866.9
OG0013590	rna6041	ENST00000359558.6
OG0013591	rna6051	ENST00000248572.9
OG0013592	rna6048	ENST00000222543.9
OG0013593	rna6052	ENST00000248564.5
OG0013594	rna6053	ENST00000457139.5
OG0013595	rna6057	ENST00000297273.8
OG0013596	rna6059	ENST00000415788.2
OG0013597	rna6061	ENST00000433360.5
OG0013598	rna6066	ENST00000222381.7
OG0013599	rna6068	ENST00000265627.9
OG0013600	rna6072	ENST00000325885.5
OG0013601	rna6082	ENST00000518156.2
OG0013602	rna6083	ENST00000222598.4
OG0013603	rna6084	ENST00000432641.2
OG0013604	rna6085	ENST00000319273.9
OG0013605	rna6090	ENST00000175506.8
OG0013606	rna6093	ENST00000436587.6
OG0013607	rna6098	ENST00000340080.8
OG0013608	rna6101	ENST00000223129.8
OG0013609	rna6107	ENST00000223145.9
OG0013610	rna6110	ENST00000422063.6
OG0013611	rna6113	ENST00000405863.5
OG0013612	rna6114	ENST00000339600.5
OG0013613	rna6116	ENST00000634607.1
OG0013614	rna6131	ENST00000396668.7
OG0013615	rna6133	ENST00000275358.7
OG0013616	rna6136	ENST00000396662.5
OG0013617	rna6141	ENST00000405358.8
OG0013618	rna6152	ENST00000342526.7
OG0013619	rna6153	ENST00000262041.5
OG0013620	rna6160	ENST00000396652.1
OG0013621	rna6161	ENST00000401542.2
OG0013622	rna6163	ENST00000306999.6
OG0013623	rna6165	ENST00000262067.4
OG0013624	rna6169	ENST00000428135.7
OG0013625	rna6177	ENST00000275461.3
OG0013626	rna6180	ENST00000222567.5
OG0013627	rna6181	ENST00000405844.5
OG0013628	rna6184	ENST00000400331.9
OG0013629	rna6185	ENST00000222573.4
OG0013630	rna6196	ENST00000222584.7
OG0013631	rna6198	ENST00000406877.7
OG0013632	rna6199	ENST00000344041.10
OG0013633	rna6213	ENST00000339077.9
OG0013634	rna6215	ENST00000413919.1
OG0013635	rna6220	ENST00000381990.6
OG0013636	rna6225	ENST00000307471.7
OG0013637	rna6233	ENST00000344962.8
OG0013638	rna6238	ENST00000242152.6
OG0013639	rna6240	ENST00000342947.7
OG0013640	rna6245	ENST00000313367.6
OG0013641	rna6247	ENST00000305786.6
OG0013642	rna6253	ENST00000409280.5
OG0013643	rna6254	ENST00000222674.2
OG0013644	rna6263	ENST00000056233.3
OG0013645	rna6272	ENST00000446848.6
OG0013646	rna6276	ENST00000345317.6
OG0013647	rna6279	ENST00000343060.4
OG0013648	rna6282	ENST00000222718.6
OG0013649	rna868	ENST00000610970.1
OG0013650	rna6285	ENST00000222728.3
OG0013651	rna6288	ENST00000343483.6
OG0013652	rna6290	ENST00000006015.3
OG0013653	rna6295	ENST00000265395.6
OG0013654	rna6303	ENST00000357727.6
OG0013655	rna6307	ENST00000265394.9
OG0013656	rna6314	ENST00000434476.6
OG0013657	rna6315	ENST00000222803.9
OG0013658	rna6316	ENST00000440706.2
OG0013659	rna6318	ENST00000222823.8
OG0013660	rna6319	ENST00000598361.4, ENST00000275428.8
OG0013661	rna6322	ENST00000389266.7
OG0013662	rna6324	ENST00000265299.6
OG0013663	rna6326	ENST00000326139.6
OG0013664	rna6328	ENST00000409489.5
OG0013665	rna6329	ENST00000297142.3
OG0013666	rna6330	ENST00000451887.6
OG0013667	rna6331	ENST00000342032.7
OG0013668	rna6336	ENST00000450169.6
OG0013669	rna6340	ENST00000318709.8
OG0013670	rna6342	ENST00000304056.8
OG0013671	rna6346	ENST00000538336.5
OG0013672	rna6347	ENST00000620705.4
OG0013673	rna6352	ENST00000242067.10
OG0013674	rna6359	ENST00000297161.6
OG0013675	rna6362	ENST00000381539.3
OG0013676	rna6368	ENST00000408931.3
OG0013677	rna6371	ENST00000396081.5
OG0013678	rna6381	ENST00000350320.10
OG0013679	rna6388	ENST00000297063.10
OG0013680	rna6389	ENST00000265748.6
OG0013681	rna6393	ENST00000617267.4
OG0013682	rna6400	ENST00000415914.3
OG0013683	rna6401	ENST00000249356.3
OG0013684	rna6404	ENST00000405709.6
OG0013685	rna6405	ENST00000308478.9
OG0013686	rna6407	ENST00000361822.7
OG0013687	rna6408	ENST00000005558.8
OG0013688	rna6410	ENST00000439068.6
OG0013689	rna6411	ENST00000312814.10
OG0013690	rna6415	ENST00000610164.1
OG0013691	rna6419	ENST00000284601.3
OG0013692	rna36063	ENST00000408937.7
OG0013694	rna28347	ENST00000265440.11
OG0013695	rna28348	ENST00000358204.8
OG0013696	rna28349	ENST00000222693.4
OG0013697	rna28351	ENST00000341049.6
OG0013698	rna28353	ENST00000318493.10
OG0013699	rna28366	ENST00000265441.7
OG0013700	rna28367	ENST00000284629.6
OG0013701	rna28368	ENST00000003084.10
OG0013702	rna28369	ENST00000160373.7
OG0013703	rna28373	ENST00000417525.5
OG0013704	rna28376	ENST00000222747.7
OG0013705	rna28381	ENST00000315870.9
OG0013706	rna28382	ENST00000310396.9
OG0013707	rna28385	ENST00000222462.2
OG0013708	rna28387	ENST00000359943.7
OG0013709	rna28389	ENST00000393386.6
OG0013710	rna28390	ENST00000393376.5
OG0013711	rna28392	ENST00000442488.6
OG0013712	rna28394	ENST00000340112.2
OG0013713	rna28395	ENST00000434824.1
OG0013714	rna28397	ENST00000194130.6
OG0013715	rna28398	ENST00000466202.5
OG0013716	rna28400	ENST00000451558.5
OG0013717	rna28401	ENST00000458573.2
OG0013718	rna28405	ENST00000223026.8
OG0013719	rna28406	ENST00000340011.9
OG0013720	rna28407	ENST00000455783.2
OG0013721	rna28408	ENST00000303921.2
OG0013722	rna28418	ENST00000393313.5
OG0013723	rna28419	ENST00000321407.2
OG0013724	rna28421	ENST00000265825.5
OG0013725	rna28422	ENST00000639438.1
OG0013726	rna28423	ENST00000354725.7
OG0013727	rna28424	ENST00000249363.3
OG0013728	rna28429	ENST00000308868.4
OG0013729	rna28430	ENST00000223073.6
OG0013730	rna28433	ENST00000435296.2
OG0013731	rna28434	ENST00000477515.2
OG0013732	rna28435	ENST00000315184.9
OG0013733	rna28436	ENST00000542996.6
OG0013734	rna28440	ENST00000249389.2
OG0013735	rna28442	ENST00000297788.8
OG0013736	rna28450	ENST00000492758.1
OG0013737	rna28452	ENST00000610776.4
OG0013738	rna28454	ENST00000489702.6
OG0013739	rna28455	ENST00000627585.2
OG0013740	rna28457	ENST00000486685.2
OG0013741	rna28458	ENST00000249373.7
OG0013742	rna28466	ENST00000311967.6
OG0013743	rna28470	ENST00000355621.7
OG0013744	rna28471	ENST00000358303.8
OG0013745	rna28473	ENST00000335420.9
OG0013746	rna28476	ENST00000397622.6
OG0013747	rna28478	ENST00000297819.3
OG0013748	rna28480	ENST00000222482.8
OG0013749	rna28481	ENST00000461828.5
OG0013750	rna28483	ENST00000223208.9
OG0013751	rna28486	ENST00000223215.8
OG0013752	rna35197	ENST00000456951.5
OG0013753	rna35191	ENST00000352689.10
OG0013754	rna35188	ENST00000378555.7
OG0013755	rna30384	ENST00000253861.4
OG0013756	rna30385	ENST00000285928.2
OG0013757	rna30393	ENST00000344924.7
OG0013758	rna30395	ENST00000361675.6
OG0013759	rna30402	ENST00000436302.6
OG0013760	rna30406	ENST00000275767.3
OG0013761	rna30409	ENST00000354475.4
OG0013762	rna30410	ENST00000275764.3
OG0013763	rna30417	ENST00000541284.5
OG0013764	rna30419	ENST00000285968.10
OG0013765	rna30420	ENST00000507606.2
OG0013766	rna30421	ENST00000354042.8
OG0013767	rna30422	ENST00000338588.7
OG0013768	rna30425	ENST00000393085.3
OG0013769	rna18973	ENST00000445907.6
OG0013770	rna18972	ENST00000348225.6
OG0013771	rna18970	ENST00000330387.10
OG0013772	rna18969	ENST00000242375.7
OG0013773	rna18967	ENST00000343526.8
OG0013774	rna18966	ENST00000419765.3
OG0013775	rna18962	ENST00000275766.1
OG0013776	rna18961	ENST00000464606.5
OG0013777	rna18959	ENST00000464848.5
OG0013778	rna18957	ENST00000473989.7
OG0013779	rna18954	ENST00000297534.6
OG0013780	rna18949	ENST00000422142.6
OG0013781	rna18941	ENST00000416849.6
OG0013782	rna18940	ENST00000263549.7
OG0013783	rna18939	ENST00000397560.6
OG0013784	rna18935	ENST00000326232.13
OG0013785	rna18932	ENST00000537763.5
OG0013786	rna18931	ENST00000255977.6
OG0013787	rna18929	ENST00000275884.10
OG0013788	rna18926	ENST00000072869.8
OG0013789	rna18920	ENST00000476279.5
OG0013790	rna18918	ENST00000288602.10
OG0013791	rna18917	ENST00000324787.9
OG0013792	rna18914	ENST00000565468.5
OG0013793	rna18911	ENST00000536163.5
OG0013794	rna18910	ENST00000397541.6
OG0013795	rna18908	ENST00000265304.10
OG0013796	rna18907	ENST00000247879.2
OG0013797	rna18905	ENST00000247883.5
OG0013798	rna18904	ENST00000350549.7
OG0013799	rna18903	ENST00000546910.5
OG0013800	rna18902	ENST00000547270.1
OG0013801	rna18898	ENST00000547058.6
OG0013802	rna18887	ENST00000619012.4
OG0013803	rna18884	ENST00000458732.1
OG0013804	rna18882	ENST00000355265.6
OG0013805	rna18876	ENST00000418316.1
OG0013806	rna18874	ENST00000291009.3
OG0013807	rna18873	ENST00000446620.1
OG0013808	rna18871	ENST00000479303.1
OG0013809	rna18870	ENST00000409102.5
OG0013810	rna18866	ENST00000310447.9
OG0013811	rna18862	ENST00000443739.6
OG0013812	rna18861	ENST00000322764.9
OG0013813	rna18859	ENST00000275815.3
OG0013814	rna18857	ENST00000408916.1
OG0013815	rna18842	ENST00000408922.3
OG0013816	rna18830	ENST00000467773.1
OG0013817	rna18829	ENST00000360057.7
OG0013818	rna18827	ENST00000409469.5
OG0013819	rna18814	ENST00000475153.5
OG0013820	rna18813	ENST00000335870.6
OG0013822	rna18806	ENST00000247930.4
OG0013823	rna18804	ENST00000458143.6
OG0013824	rna18793	ENST00000496259.5
OG0013825	rna18792	ENST00000302017.3
OG0013826	rna18791	ENST00000378016.4
OG0013827	rna18790	ENST00000223210.4
OG0013828	rna18786	ENST00000323078.7
OG0013829	rna18788	ENST00000343855.5
OG0013830	rna18784	ENST00000223271.7
OG0013831	rna18783	ENST00000489432.6
OG0013832	rna8847	ENST00000492607.5
OG0013833	rna8845	ENST00000484928.5
OG0013834	rna8844	ENST00000416793.6
OG0013835	rna8840	ENST00000605952.5
OG0013836	rna8837	ENST00000297504.10
OG0013837	rna8835	ENST00000485972.5
OG0013838	rna8833	ENST00000297532.10
OG0013839	rna8832	ENST00000297533.8
OG0013840	rna8830	ENST00000297537.4
OG0013841	rna8829	ENST00000420175.2
OG0013842	rna8828	ENST00000615129.4
OG0013843	rna8826	ENST00000222388.6
OG0013844	rna8825	ENST00000035307.6
OG0013845	rna8822	ENST00000568733.5
OG0013846	rna8821	ENST00000469830.2
OG0013847	rna8820	ENST00000337323.2
OG0013848	rna8818	ENST00000262187.9
OG0013849	rna8816	ENST00000287878.8
OG0013850	rna8812	ENST00000431418.6
OG0013851	rna8809	ENST00000430044.6
OG0013852	rna8808	ENST00000262189.10
OG0013853	rna8807	ENST00000359963.4
OG0013854	rna8805	ENST00000359321.1
OG0013855	rna8801	ENST00000377770.7
OG0013856	rna8800	ENST00000404141.5
OG0013857	rna8799	ENST00000287907.2
OG0013858	rna8787	ENST00000401878.7
OG0013859	rna8785	ENST00000432459.6
OG0013860	rna8784	ENST00000415428.5
OG0013861	rna8783	ENST00000275820.3
OG0013862	rna8781	ENST00000348165.9
OG0013863	rna8779	ENST00000459889.5
OG0013864	rna8774	ENST00000409339.3
OG0013865	rna8773	ENST00000613624.1
OG0013866	rna8768	ENST00000402066.5
OG0013867	rna21844	ENST00000272322.8
OG0013868	rna21843	ENST00000445915.6
OG0013869	rna24854	ENST00000379925.7
OG0013870	rna36158	ENST00000526683.5
OG0013871	rna10403	ENST00000399810.6
OG0013872	rna2672	ENST00000540921.5
OG0013873	rna2646	ENST00000543160.5
OG0013875	rna2688	ENST00000246174.6
OG0013876	rna2687	ENST00000415986.5
OG0013877	rna2680	ENST00000457056.5
OG0013878	rna26698	ENST00000409687.4
OG0013879	rna34340	ENST00000587345.1
OG0013880	rna18049	ENST00000417934.6
OG0013882	rna17735	ENST00000445307.4
OG0013883	rna12760	ENST00000263038.8
OG0013884	rna3565	ENST00000396077.7
OG0013885	rna31140	ENST00000305943.7
OG0013886	rna31147	ENST00000366697.6
OG0013887	rna31157	ENST00000366757.3
OG0013888	rna31158	ENST00000366759.8
OG0013889	rna31159	ENST00000366758.7
OG0013890	rna35730	ENST00000344889.3
OG0013891	rna35740	ENST00000342623.4
OG0013892	rna35748	ENST00000590317.3
OG0013893	rna35749	ENST00000366472.5
OG0013894	rna35750	ENST00000306562.7
OG0013895	rna35751	ENST00000451251.5
OG0013896	rna35753	ENST00000329291.5
OG0013897	rna35758	ENST00000333055.8
OG0013898	rna35760	ENST00000502412.1
OG0013899	rna35775	ENST00000274773.11
OG0013900	rna35782	ENST00000315073.9
OG0013901	rna35784	ENST00000611618.1
OG0013902	rna32536	ENST00000261937.10
OG0013903	rna32535	ENST00000292641.3
OG0013904	rna32528	ENST00000361132.8
OG0013905	rna32527	ENST00000522208.6
OG0013906	rna32524	ENST00000389805.8
OG0013907	rna32523	ENST00000337755.9
OG0013908	rna32521	ENST00000292599.3
OG0013909	rna32504	ENST00000319449.8
OG0013910	rna32493	ENST00000308304.2
OG0013911	rna32477	ENST00000274606.7
OG0013912	rna32474	ENST00000274605.5
OG0013913	rna32469	ENST00000161863.8
OG0013914	rna32467	ENST00000282369.7
OG0013915	rna32465	ENST00000419445.5
OG0013916	rna32462	ENST00000379611.9
OG0013917	rna32459	ENST00000274457.4
OG0013918	rna32456	ENST00000250535.4
OG0013919	rna32455	ENST00000509910.1
OG0013920	rna32452	ENST00000357872.8
OG0013921	rna32449	ENST00000274458.8
OG0013922	rna20810	ENST00000257414.12
OG0013923	rna20808	ENST00000510708.5
OG0013924	rna20800	ENST00000513374.1
OG0013925	rna20793	ENST00000504811.5
OG0013926	rna20789	ENST00000407149.6
OG0013927	rna20786	ENST00000321339.2
OG0013928	rna20785	ENST00000339397.4
OG0013929	rna20780	ENST00000231004.4
OG0013930	rna20779	ENST00000296600.4
OG0013931	rna20777	ENST00000261367.11
OG0013932	rna20774	ENST00000379516.6
OG0013933	rna20772	ENST00000306442.4
OG0013934	rna20771	ENST00000407847.4
OG0013935	rna20768	ENST00000306467.9
OG0013936	rna20760	ENST00000306315.9
OG0013937	rna20759	ENST00000513040.5
OG0013938	rna20757	ENST00000636879.1
OG0013939	rna20755	ENST00000357147.3
OG0013940	rna20750	ENST00000308660.5
OG0013941	rna20746	ENST00000535381.5
OG0013942	rna20744	ENST00000503335.6
OG0013943	rna20742	ENST00000512635.2
OG0013944	rna20741	ENST00000379445.7
OG0013945	rna20737	ENST00000262462.8
OG0013946	rna20736	ENST00000173527.5
OG0013947	rna20733	ENST00000564719.1
OG0013948	rna20725	ENST00000395246.5
OG0013949	rna20718	ENST00000510461.5
OG0013950	rna12482	ENST00000253754.7
OG0013951	rna12479	ENST00000245414.8
OG0013952	rna12474	ENST00000378823.7
OG0013953	rna12477	ENST00000231454.5
OG0013954	rna12473	ENST00000304506.7
OG0013955	rna12472	ENST00000231449.6
OG0013956	rna12471	ENST00000403231.5
OG0013957	rna12464	ENST00000378679.7
OG0013958	rna12463	ENST00000378673.2
OG0013959	rna12459	ENST00000378670.7
OG0013960	rna12456	ENST00000296877.2
OG0013961	rna12455	ENST00000265343.9
OG0013962	rna12454	ENST00000509437.5
OG0013963	rna12451	ENST00000231512.4
OG0013964	rna12446	ENST00000395029.5
OG0013965	rna12440	ENST00000265334.8
OG0013966	rna12437	ENST00000458198.2
OG0013967	rna12435	ENST00000282605.8
OG0013968	rna12431	ENST00000297156.3
OG0013969	rna12430	ENST00000452510.6
OG0013970	rna12429	ENST00000338051.4
OG0013971	rna12428	ENST00000358387.8
OG0013972	rna12426	ENST00000282611.7
OG0013973	rna12425	ENST00000265340.11
OG0013974	rna12421	ENST00000511689.5
OG0013975	rna12420	ENST00000537858.1
OG0013976	rna12419	ENST00000337225.5
OG0013977	rna12415	ENST00000274513.9
OG0013978	rna12412	ENST00000274507.5
OG0013979	rna12405	ENST00000239926.8
OG0013980	rna12403	ENST00000508883.5
OG0013981	rna12397	ENST00000033079.7
