Orthogroup	homSap.longCDS.prots	ailMel.longCDS.prots
OG0011457	ENST00000534127.5	rna-XM_034666523.1
OG0011458	ENST00000309377.8	rna-XM_034666527.1
OG0011459	ENST00000326053.9	rna-XM_034667624.1
OG0011460	ENST00000531618.1	rna-XM_002916151.4
OG0011461	ENST00000534025.5	rna-XM_002916150.4
OG0011462	ENST00000309166.7	rna-XM_034666530.1
OG0011463	ENST00000309263.7	rna-XM_034666532.1
OG0011464	ENST00000299596.8	rna-XM_034666540.1
OG0011465	ENST00000396602.6	rna-XM_019796326.2
OG0011466	ENST00000450114.6	rna-XM_034666544.1
OG0011467	ENST00000318950.10	rna-XM_034666545.1
OG0011468	ENST00000278175.9	rna-XM_002916145.4
OG0011469	ENST00000265981.6	rna-XM_002916144.4
OG0011470	ENST00000256178.7	rna-XM_002916143.4
OG0011471	ENST00000423302.6	rna-XM_034666560.1
OG0011472	ENST00000284476.7	rna-XM_019802943.2
OG0011473	ENST00000540964.5	rna-XM_034666574.1
OG0011474	ENST00000343846.7	rna-XM_002922392.4
OG0011475	ENST00000366875.4	rna-XM_034667626.1
OG0011476	ENST00000343537.11	rna-XM_034666589.1
OG0011477	ENST00000366862.9	rna-XM_002922400.4
OG0011478	ENST00000281701.10	rna-XM_011228917.3
OG0011479	ENST00000465271.5	rna-XM_002922396.4
OG0011480	ENST00000414423.6	rna-XM_034666594.1
OG0011481	ENST00000272163.8	rna-XM_011235842.3
OG0011482	ENST00000635051.1	rna-XM_034667631.1
OG0011483	ENST00000304786.11	rna-XM_002926699.4
OG0011484	ENST00000272167.9	rna-XM_034666600.1
OG0011485	ENST00000272091.7	rna-XM_002926696.4
OG0011486	ENST00000366812.5	rna-XM_002926704.4
OG0011487	ENST00000366808.5	rna-XM_034666605.1
OG0011488	ENST00000366794.9	rna-XM_034666607.1
OG0011489	ENST00000272117.7	rna-XM_034666610.1
OG0011490	ENST00000366782.5	rna-XM_034667635.1
OG0011491	ENST00000366779.5	rna-XM_034666615.1
OG0011492	ENST00000366508.5	rna-XM_034666616.1
OG0011493	ENST00000366510.3	rna-XM_002923916.4
OG0011494	ENST00000366513.8	rna-XM_002923917.4
OG0011495	ENST00000366514.4	rna-XM_002923918.4
OG0011496	ENST00000490107.5	rna-XM_034666622.1
OG0011497	ENST00000366522.6	rna-XM_034666625.1
OG0011498	ENST00000302550.15	rna-XM_034666630.1
OG0011499	ENST00000308105.4	rna-XM_034666631.1
OG0011500	ENST00000358704.4	rna-XM_034666632.1
OG0011501	ENST00000366541.7	rna-XM_034666634.1
OG0011502	ENST00000319653.13	rna-XM_034667639.1
OG0011503	ENST00000271417.7	rna-XM_034667641.1
OG0011504	ENST00000367872.8	rna-XM_019808056.2
OG0011505	ENST00000367868.3	rna-XM_034667642.1
OG0011506	ENST00000361200.6	rna-XM_011234924.3
OG0011507	ENST00000367866.6	rna-XM_034666673.1
OG0011508	ENST00000370509.4	rna-XM_034666681.1
OG0011509	ENST00000367854.7	rna-XM_011235923.3
OG0011510	ENST00000359523.6	rna-XM_011235931.3
OG0011511	ENST00000367846.8	rna-XM_002928107.4
OG0011512	ENST00000367840.3	rna-XM_034666687.1
OG0011513	ENST00000537209.5	rna-XM_034666688.1
OG0011514	ENST00000367833.6	rna-XM_002930787.4
OG0011515	ENST00000271375.6	rna-XM_019793590.2
OG0011516	ENST00000367821.7	rna-XM_034666692.1
OG0011517	ENST00000367806.7	rna-XM_034666699.1
OG0011518	ENST00000236137.9	rna-XM_002918570.4
OG0011519	ENST00000367796.3	rna-XM_034666705.1
OG0011520	ENST00000263686.10	rna-XM_034666706.1
OG0011521	ENST00000236147.4	rna-XM_034667644.1
OG0011522	ENST00000303469.6	rna-XM_011224100.3
OG0011523	ENST00000359326.8	rna-XM_011224097.3
OG0011524	ENST00000367770.5	rna-XM_034666713.1
OG0011525	ENST00000361580.6	rna-XM_002918565.4
OG0011526	ENST00000439373.2	rna-XM_002918564.2
OG0011527	ENST00000367763.7	rna-XM_002918576.4
OG0011528	ENST00000239461.10	rna-XM_002918563.4
OG0011529	ENST00000209929.9	rna-XM_019809211.2
OG0011530	ENST00000617670.5	rna-XM_019809209.1
OG0011531	ENST00000367749.3	rna-XM_002928449.4
OG0011532	ENST00000367742.7	rna-XM_019809198.2
OG0011533	ENST00000037502.10	rna-XM_034652853.1, rna-XM_002928447.3
OG0011534	ENST00000236192.11	rna-XM_034666731.1
OG0011535	ENST00000361735.3	rna-XM_034666733.1
OG0011536	ENST00000367727.8	rna-XM_034667646.1
OG0011537	ENST00000344529.4	rna-XM_034666744.1
OG0011538	ENST00000367723.8	rna-XM_034666743.1
OG0011539	ENST00000404377.3	rna-XM_034666749.1
OG0011540	ENST00000281834.3	rna-XM_002916947.4
OG0011541	ENST00000367714.3	rna-XM_034666750.1
OG0011542	ENST00000333279.2	rna-XM_002916958.4
OG0011543	ENST00000417563.2	rna-XM_011221956.3
OG0011544	ENST00000209884.4	rna-XM_002916949.4
OG0011545	ENST00000356198.6	rna-XM_019797190.2
OG0011546	ENST00000361951.4	rna-XM_034666752.1
OG0011547	ENST00000427304.5	rna-XM_019797197.2
OG0011548	ENST00000367698.3	rna-XM_011221966.3
OG0011549	ENST00000258349.8	rna-XM_002916953.4
OG0011550	ENST00000367685.3	rna-XM_034667704.1
OG0011551	ENST00000476371.1	rna-XM_002928042.4
OG0011552	ENST00000239462.8	rna-XM_034667647.1
OG0011553	ENST00000367669.7	rna-XM_019801271.2
OG0011554	ENST00000367662.4	rna-XM_019801273.2
OG0011555	ENST00000308284.10	rna-XM_034666762.1
OG0011556	ENST00000367649.7	rna-XM_011220939.3
OG0011557	ENST00000234816.6	rna-XM_011220945.3
OG0011558	ENST00000263733.4	rna-XM_034666779.1
OG0011559	ENST00000367627.7	rna-XM_034667649.1
OG0011560	ENST00000502732.5	rna-XM_011220952.3
OG0011561	ENST00000367619.7	rna-XM_034666780.1
OG0011562	ENST00000367618.7	rna-XM_034666782.1
OG0011563	ENST00000367615.8	rna-XM_034667650.1
OG0011564	ENST00000341785.4	rna-XM_019796366.2
OG0011565	ENST00000367466.3	rna-XM_011231846.3
OG0011566	ENST00000391997.2	rna-XM_011231845.1
OG0011567	ENST00000287859.10	rna-XM_011231842.3
OG0011568	ENST00000445192.6	rna-XM_034666793.1
OG0011569	ENST00000367501.7	rna-XM_019801378.2
OG0011570	ENST00000367506.9	rna-XM_011227015.3
OG0011571	ENST00000367510.7	rna-XM_034666802.1
OG0011572	ENST00000318130.12	rna-XM_019801374.2
OG0011573	ENST00000235307.6	rna-XM_002920847.4
OG0011574	ENST00000361641.5	rna-XM_002929121.4
OG0011575	ENST00000308641.5	rna-XM_002923872.3
OG0011576	ENST00000294742.6	rna-XM_002923876.4
OG0011577	ENST00000367536.5	rna-XM_002923881.4
OG0011578	ENST00000507469.5	rna-XM_034666809.1
OG0011579	ENST00000287713.6	rna-XM_034666810.1
OG0011580	ENST00000264144.4	rna-XM_019804482.2
OG0011581	ENST00000258341.4	rna-XM_011230607.3
OG0011582	ENST00000367549.3	rna-XM_034666816.1
OG0011583	ENST00000367553.5	rna-XM_034666821.1
OG0011584	ENST00000258302.8	rna-XM_034666834.1
OG0011585	ENST00000367558.5	rna-XM_002919378.4
OG0011586	ENST00000294854.12	rna-XM_034666840.1
OG0011587	ENST00000339948.3	rna-XM_002919375.4
OG0011588	ENST00000258301.5	rna-XM_002920801.4
OG0011589	ENST00000367588.8	rna-XM_034666846.1
OG0011590	ENST00000367590.8	rna-XM_002920794.4
OG0011591	ENST00000367595.3	rna-XM_002920795.4
OG0011592	ENST00000367602.7	rna-XM_011226962.2
OG0011593	ENST00000367607.7	rna-XM_002920797.4
OG0011594	ENST00000367612.7	rna-XM_011226952.3
OG0011595	ENST00000444842.6	rna-XM_002929577.4
OG0011596	ENST00000366955.7	rna-XM_034666853.1
OG0011597	ENST00000366956.9	rna-XM_034666854.1
OG0011598	ENST00000366957.9	rna-XM_034666856.1
OG0011599	ENST00000498508.6	rna-XM_019801525.2
OG0011600	ENST00000366960.7	rna-XM_034666858.1
OG0011601	ENST00000366962.7	rna-XM_002917186.4
OG0011602	ENST00000517399.2	rna-XM_034666875.1
OG0011603	ENST00000366971.8	rna-XM_019797436.2
OG0011604	ENST00000532324.5	rna-XM_011222280.3
OG0011605	ENST00000366977.7	rna-XM_002917184.4
OG0011606	ENST00000243440.1	rna-XM_034666886.1
OG0011607	ENST00000294829.4	rna-XM_011222271.3
OG0011608	ENST00000366987.6	rna-XM_011222270.3
OG0011609	ENST00000366988.4	rna-XM_034667654.1
OG0011610	ENST00000535273.2	rna-XM_011222267.3
OG0011611	ENST00000366991.4	rna-XM_019797433.2
OG0011612	ENST00000366994.7	rna-XM_002917180.4
OG0011613	ENST00000366997.8	rna-XM_034666895.1
OG0011614	ENST00000366999.8	rna-XM_002917177.4
OG0011615	ENST00000367002.4	rna-XM_002917188.3
OG0011616	ENST00000545154.5	rna-XM_034667656.1
OG0011617	ENST00000367012.3	rna-XM_002929012.4
OG0011618	ENST00000637265.1	rna-XM_034666906.1
OG0011619	ENST00000491415.6	rna-XM_002922047.4
OG0011620	ENST00000367021.7	rna-XM_011228467.3
OG0011621	ENST00000294811.2	rna-XM_011228469.3
OG0011622	ENST00000367025.7	rna-XM_002922050.4
OG0011623	ENST00000356082.8	rna-XM_034666921.1
OG0011624	ENST00000367028.6	rna-XM_034666926.1
OG0011625	ENST00000367029.4	rna-XM_034666928.1
OG0011626	ENST00000009105.5	rna-XM_019802624.2
OG0011627	ENST00000310833.11	rna-XM_011233643.3
OG0011628	ENST00000367057.7	rna-XM_019809368.2
OG0011629	ENST00000367067.8	rna-XM_034666947.1
OG0011630	ENST00000367078.7	rna-XM_002928676.4
OG0011631	ENST00000315927.8	rna-XM_002928681.4
OG0011632	ENST00000359470.5	rna-XM_034666957.1
OG0011633	ENST00000356495.4	rna-XM_034666961.1
OG0011634	ENST00000367091.7	rna-XM_034666962.1
OG0011635	ENST00000391929.7	rna-XM_011225055.3
OG0011636	ENST00000367098.5	rna-XM_002919281.3
OG0011637	ENST00000340758.6	rna-XM_019799709.2
OG0011638	ENST00000423557.1	rna-XM_002919274.4
OG0011639	ENST00000367103.3	rna-XM_034667657.1
OG0011640	ENST00000367109.6	rna-XM_034666970.1
OG0011641	ENST00000256785.4	rna-XM_034666966.1
OG0011642	ENST00000367412.1	rna-XM_011225058.3
OG0011643	ENST00000367409.8	rna-XM_034666974.1
OG0011644	ENST00000367405.4	rna-XM_002919277.4
OG0011645	ENST00000367400.7	rna-XM_034666977.1
OG0011646	ENST00000620048.5	rna-XM_034666980.1
OG0011647	ENST00000489986.1	rna-XM_019794534.2
OG0011648	ENST00000294740.3	rna-XM_011218903.3
OG0011649	ENST00000331314.10	rna-XM_034666998.1
OG0011650	ENST00000236925.8	rna-XM_019794520.2
OG0011651	ENST00000367332.5	rna-XM_019794517.2
OG0011652	ENST00000335211.8	rna-XM_034667013.1
OG0011653	ENST00000263946.7	rna-XM_002914608.4
OG0011654	ENST00000236918.11	rna-XM_034667016.1
OG0011655	ENST00000367313.4	rna-XM_034667017.1
OG0011656	ENST00000367311.4	rna-XM_002914602.4
OG0011657	ENST00000367296.8	rna-XM_034667020.1
OG0011658	ENST00000361565.8	rna-XM_002914599.4
OG0011659	ENST00000362011.6	rna-XM_034667030.1
OG0011660	ENST00000367288.4	rna-XM_011218893.2
OG0011661	ENST00000367287.4	rna-XM_002914597.4
OG0011662	ENST00000295640.8	rna-XM_034667032.1
OG0011663	ENST00000359651.7	rna-XM_011218891.3
OG0011664	ENST00000367282.5	rna-XM_002914619.4
OG0011665	ENST00000309017.7	rna-XM_011218884.3
OG0011666	ENST00000367278.7	rna-XM_034667659.1
OG0011667	ENST00000367274.8	rna-XM_002914593.4
OG0011668	ENST00000367262.3	rna-XM_002925428.4
OG0011669	ENST00000367261.7	rna-XM_034667057.1
OG0011670	ENST00000340990.9	rna-XM_002925430.4
OG0011671	ENST00000367242.3	rna-XM_002925432.4
OG0011672	ENST00000241651.4	rna-XM_002925433.4
OG0011673	ENST00000309502.7	rna-XM_019806171.2
OG0011674	ENST00000255416.8	rna-XM_034667065.1
OG0011675	ENST00000255409.7	rna-XM_011232612.3
OG0011676	ENST00000367229.5	rna-XM_034667068.1
OG0011677	ENST00000475157.1	rna-XM_002925436.4
OG0011678	ENST00000354955.4	rna-XM_002925437.4
OG0011679	ENST00000343110.2	rna-XM_002918187.3
OG0011680	ENST00000367222.6	rna-XM_002918188.4
OG0011681	ENST00000442561.6	rna-XM_034667078.1
OG0011682	ENST00000367204.5	rna-XM_034667102.1
OG0011683	ENST00000367201.7	rna-XM_034667103.1
OG0011684	ENST00000272190.8	rna-XM_002918212.4
OG0011685	ENST00000625357.1	rna-XM_002918213.2
OG0011686	ENST00000637508.1	rna-XM_019798540.2
OG0011687	ENST00000367188.4	rna-XM_002918197.4
OG0011688	ENST00000367182.7	rna-XM_002918199.4
OG0011689	ENST00000367175.1	rna-XM_019798558.2
OG0011690	ENST00000339876.10	rna-XM_019798576.2
OG0011691	ENST00000640428.1	rna-XM_002918204.4
OG0011692	ENST00000367167.4	rna-XM_002918214.4
OG0011693	ENST00000264515.10	rna-XM_002918215.4
OG0011694	ENST00000367162.7	rna-XM_011223637.3
OG0011695	ENST00000358024.7	rna-XM_034667118.1
OG0011696	ENST00000367157.4	rna-XM_034667122.1
OG0011697	ENST00000539253.5	rna-XM_002918217.4
OG0011698	ENST00000367153.8	rna-XM_034667123.1
OG0011699	ENST00000367147.8	rna-XM_002918209.4
OG0011700	ENST00000616704.4	rna-XM_011223635.3
OG0011701	ENST00000367139.7	rna-XM_019809183.2
OG0011702	ENST00000367137.3	rna-XM_002928431.4
OG0011703	ENST00000367136.4	rna-XM_034667132.1
OG0011704	ENST00000340781.8	rna-XM_034667133.1
OG0011705	ENST00000617070.4	rna-XM_002928429.4
OG0011706	ENST00000358184.6	rna-XM_002928428.4
OG0011707	ENST00000331555.9	rna-XM_034667152.1
OG0011708	ENST00000581977.6	rna-XM_034667665.1
OG0011709	ENST00000579436.6	rna-XM_034667165.1
OG0011710	ENST00000271764.6	rna-XM_034667162.1
OG0011711	ENST00000367429.8	rna-XM_034667166.1
OG0011712	ENST00000367435.3	rna-XM_002923385.4
OG0011713	ENST00000367434.4	rna-XM_002923386.4
OG0011714	ENST00000367440.3	rna-XM_034667181.1
OG0011715	ENST00000400968.6	rna-XM_034667179.1
OG0011716	ENST00000367450.7	rna-XM_034667175.1
OG0011717	ENST00000235382.6	rna-XM_002923390.4
OG0011718	ENST00000543215.5	rna-XM_019803961.2
OG0011719	ENST00000367459.7	rna-XM_019803960.2
OG0011720	ENST00000417209.2	rna-XM_002928088.1
OG0011721	ENST00000367460.3	rna-XM_002928089.4
OG0011722	ENST00000307340.7	rna-XM_034667668.1
OG0011723	ENST00000366935.7	rna-XM_034667190.1
OG0011724	ENST00000366933.4	rna-XM_002926656.4
OG0011725	ENST00000366932.3	rna-XM_034667197.1
OG0011726	ENST00000366929.4	rna-XM_002923091.4
OG0011727	ENST00000366928.9	rna-XM_002923089.4
OG0011728	ENST00000366926.3	rna-XM_034667669.1
OG0011729	ENST00000366923.7	rna-XM_002920007.4
OG0011730	ENST00000322067.11	rna-XM_019800480.2
OG0011731	ENST00000366922.2	rna-XM_034667204.1
OG0011732	ENST00000358951.6	rna-XM_002920009.4
OG0011733	ENST00000294889.5	rna-XM_034667209.1
OG0011734	ENST00000366903.7	rna-XM_034667210.1
OG0011735	ENST00000366899.3	rna-XM_034667212.1
OG0011736	ENST00000350027.8	rna-XM_002914181.4
OG0011737	ENST00000344922.9	rna-XM_034667215.1
OG0011738	ENST00000340020.10	rna-XM_002914180.4
OG0011739	ENST00000340934.9	rna-XM_011218049.3
OG0011740	ENST00000360827.6	rna-XM_002914187.4
OG0011741	ENST00000367879.8	rna-XM_034667221.1
OG0011742	ENST00000612311.4	rna-XM_002914176.4
OG0011743	ENST00000354775.4	rna-XM_034667223.1
OG0011744	ENST00000367885.5	rna-XM_002914175.4
OG0011745	ENST00000294818.1	rna-XM_002914173.4
OG0011746	ENST00000367903.7	rna-XM_002920096.4
OG0011747	ENST00000367911.3	rna-XM_034667229.1
OG0011748	ENST00000254521.7	rna-XM_011226050.3
OG0011749	ENST00000367922.7	rna-XM_034667232.1
OG0011750	ENST00000271469.7	rna-XM_034667238.1
OG0011751	ENST00000489294.1	rna-XM_002920101.4
OG0011752	ENST00000367940.2	rna-XM_034667248.1
OG0011753	ENST00000367942.3	rna-XM_011226064.3
OG0011754	ENST00000367943.4	rna-XM_011226067.3
OG0011755	ENST00000367948.6	rna-XM_002920104.4
OG0011756	ENST00000367974.1	rna-XM_019809444.2
OG0011757	ENST00000463290.5	rna-XM_002928732.4
OG0011758	ENST00000504449.1	rna-XM_034667263.1
OG0011759	ENST00000367980.6	rna-XM_019809442.2
OG0011760	ENST00000367988.7	rna-XM_002928735.4
OG0011761	ENST00000464492.5	rna-XM_011236652.3
OG0011762	ENST00000367992.7	rna-XM_002928736.4
OG0011763	ENST00000367993.7	rna-XM_002928733.4
OG0011764	ENST00000319769.9	rna-XM_011236655.3
OG0011765	ENST00000352210.9	rna-XM_011236659.3
OG0011766	ENST00000368005.5	rna-XM_002928743.4
OG0011767	ENST00000368009.6	rna-XM_011236663.3
OG0011768	ENST00000368010.3	rna-XM_002928746.4
OG0011769	ENST00000368011.8	rna-XM_002928753.4
OG0011770	ENST00000368012.3	rna-XM_034667275.1
OG0011771	ENST00000368013.7	rna-XM_034667277.1
OG0011772	ENST00000368023.7	rna-XM_002928754.4
OG0011773	ENST00000263285.10	rna-XM_011236670.3
OG0011774	ENST00000368043.7	rna-XM_034667291.1
OG0011775	ENST00000613788.1	rna-XM_002928436.4
OG0011776	ENST00000538290.2	rna-XM_002928437.4
OG0011777	ENST00000311224.8	rna-XM_019809194.2
OG0011778	ENST00000302101.5	rna-XM_034667293.1
OG0011779	ENST00000294785.9	rna-XM_002928439.4
OG0011780	ENST00000368069.7	rna-XM_002928440.4
OG0011781	ENST00000368072.9	rna-XM_034667295.1
OG0011782	ENST00000368076.1	rna-XM_011236304.3
OG0011783	ENST00000314485.11	rna-XM_019792760.2
OG0011784	ENST00000368089.4	rna-XM_019792762.2
OG0011785	ENST00000368093.3	rna-XM_002929914.4
OG0011786	ENST00000368094.5	rna-XM_034667302.1
OG0011787	ENST00000289707.9	rna-XM_002930802.4
OG0011788	ENST00000368106.3	rna-XM_011217660.3
OG0011789	ENST00000368109.5	rna-XM_034667316.1
OG0011790	ENST00000255030.9	rna-XM_002929442.4
OG0011791	ENST00000368115.5	rna-XM_034667318.1
OG0011792	ENST00000368121.3	rna-XM_002927274.4
OG0011793	ENST00000339258.1	rna-XM_019807961.2
OG0011794	ENST00000335094.3	rna-XM_034665583.1
OG0011795	ENST00000359610.3	rna-XM_002927263.1
OG0011796	ENST00000361284.1	rna-XM_019807956.1
OG0011797	ENST00000334632.1	rna-XM_034665591.1
OG0011798	ENST00000302617.3	rna-XM_002927259.4
OG0011799	ENST00000368171.3	rna-XM_034667345.1
OG0011800	ENST00000359209.10	rna-XM_034667682.1
OG0011801	ENST00000368174.4	rna-XM_011237550.3
OG0011802	ENST00000271532.1	rna-XM_034667380.1
OG0011803	ENST00000368192.8	rna-XM_034667395.1
OG0011804	ENST00000454449.2	rna-XM_034667683.1
OG0011805	ENST00000337428.7	rna-XM_034667684.1
OG0011806	ENST00000392306.2	rna-XM_034667416.1
OG0011807	ENST00000271526.8	rna-XM_019807679.2
OG0011808	ENST00000361531.6	rna-XM_034667424.1
OG0011809	ENST00000368216.8	rna-XM_002926965.4
OG0011810	ENST00000313146.10	rna-XM_011234417.3
OG0011811	ENST00000368222.7	rna-XM_034667426.1
OG0011812	ENST00000368223.3	rna-XM_034667685.1
OG0011813	ENST00000329117.9	rna-XM_034667428.1
OG0011814	ENST00000255039.5	rna-XM_034667434.1
OG0011815	ENST00000438976.6	rna-XM_002926962.4
OG0011816	ENST00000368235.7	rna-XM_034667437.1
OG0011817	ENST00000537040.5	rna-XM_002926944.4
OG0011818	ENST00000368255.7	rna-XM_034667442.1
OG0011819	ENST00000362007.5	rna-XM_002926958.4
OG0011820	ENST00000295694.9	rna-XM_034667454.1
OG0011821	ENST00000361813.5	rna-XM_034667446.1
OG0011822	ENST00000340183.9	rna-XM_034667455.1
OG0011823	ENST00000423538.6	rna-XM_002926939.4
OG0011824	ENST00000355014.6	rna-XM_034667451.1
OG0011825	ENST00000368300.8	rna-XM_034667463.1
OG0011826	ENST00000361084.9	rna-XM_034667465.1
OG0011827	ENST00000368302.3	rna-XM_019807690.2
OG0011828	ENST00000295702.8	rna-XM_002926933.4
OG0011829	ENST00000462460.6	rna-XM_034667472.1
OG0011830	ENST00000368321.7	rna-XM_034667473.1
OG0011831	ENST00000368322.7	rna-XM_011236111.3
OG0011832	ENST00000368336.9	rna-XM_034667481.1
OG0011833	ENST00000368346.7	rna-XM_034667483.1
OG0011834	ENST00000368361.8	rna-XM_034667494.1
OG0011835	ENST00000302631.7	rna-XM_002928286.3
OG0011836	ENST00000361361.6	rna-XM_034667501.1
OG0011837	ENST00000368373.7	rna-XM_019809040.2
OG0011838	ENST00000368376.7	rna-XM_011236133.3
OG0011839	ENST00000368378.7	rna-XM_034667506.1
OG0011840	ENST00000611571.4	rna-XM_034667509.1
OG0011841	ENST00000334634.8	rna-XM_034667505.1
OG0011842	ENST00000368399.1	rna-XM_011228994.3
OG0011843	ENST00000368404.8	rna-XM_002922480.4
OG0011844	ENST00000368407.7	rna-XM_002922520.4
OG0011845	ENST00000368408.3, ENST00000505139.1	rna-XM_034667511.1
OG0011846	ENST00000427683.2	rna-XM_034667518.1
OG0011847	ENST00000356955.6	rna-XM_019803036.2
OG0011848	ENST00000368424.3	rna-XM_019803028.2
OG0011849	ENST00000368427.3	rna-XM_034667523.1
OG0011850	ENST00000292180.7	rna-XM_034667522.1
OG0011851	ENST00000448116.6	rna-XM_011229001.3
OG0011852	ENST00000368457.2	rna-XM_002922484.4
OG0011853	ENST00000368463.7	rna-XM_034667525.1
OG0011854	ENST00000368467.3	rna-XM_019803048.2
OG0011855	ENST00000368474.8	rna-XM_019803049.2
OG0011856	ENST00000304760.2	rna-XM_011229071.3
OG0011857	ENST00000368485.7	rna-XM_034667533.1
OG0011858	ENST00000324978.7	rna-XM_034667541.1
OG0011859	ENST00000483970.6	rna-XM_019803052.2
OG0011860	ENST00000428931.5	rna-XM_034667544.1
OG0011861	ENST00000368521.9	rna-XM_002922489.4
OG0011862	ENST00000368525.3	rna-XM_034667562.1
OG0011863	ENST00000368559.7	rna-XM_002922534.4
OG0011864	ENST00000368575.3	rna-XM_002922497.4
OG0011865	ENST00000271843.8	rna-XM_002922498.4
OG0011866	ENST00000368607.7	rna-XM_011229025.3
OG0011867	ENST00000621013.4	rna-XM_034667563.1
OG0011868	ENST00000368633.1	rna-XM_011229028.3
OG0011869	ENST00000361217.8	rna-XM_019803068.2
OG0011870	ENST00000368655.4	rna-XM_002922503.4
OG0011871	ENST00000318967.6	rna-XM_034667570.1
OG0011872	ENST00000368685.5	rna-XM_034667580.1
OG0011873	ENST00000368690.7	rna-XM_002922506.4
OG0011874	ENST00000339556.8	rna-XM_034667581.1
OG0011875	ENST00000476873.5	rna-XM_034667582.1
OG0011876	ENST00000327044.6	rna-XM_011216898.3
OG0011877	ENST00000379409.6	rna-XM_034671004.1
OG0011878	ENST00000433179.3	rna-XM_034672021.1
OG0011879	ENST00000379389.4	rna-XM_002930163.4
OG0011880	ENST00000379370.6	rna-XM_034671198.1
OG0011881	ENST00000379339.5	rna-XM_034671288.1
OG0011882	ENST00000379290.5	rna-XM_019792646.2
OG0011883	ENST00000328596.10	rna-XM_034671454.1
OG0011884	ENST00000379236.3	rna-XM_034671072.1
OG0011885	ENST00000330388.2	rna-XM_034671073.1
OG0011886	ENST00000400930.8	rna-XM_034671077.1
OG0011887	ENST00000379116.9	rna-XM_034671010.1
OG0011888	ENST00000379031.9	rna-XM_034671016.1
OG0011889	ENST00000540437.5	rna-XM_002929826.4
OG0011890	ENST00000343938.8	rna-XM_034671068.1
OG0011891	ENST00000339381.5	rna-XM_034671053.1
OG0011892	ENST00000338370.7	rna-XM_034671028.1
OG0011893	ENST00000505820.6	rna-XM_034671161.1
OG0011894	ENST00000356026.9	rna-XM_034672180.1
OG0011895	ENST00000378625.5	rna-XM_034671035.1
OG0011896	ENST00000307786.7	rna-XM_034671751.1
OG0011897	ENST00000310991.7	rna-XM_034671752.1
OG0011898	ENST00000378536.4	rna-XM_034671047.1
OG0011899	ENST00000378531.7	rna-XM_034672032.1
OG0011900	ENST00000605895.5	rna-XM_019805022.2
OG0011901	ENST00000288774.7	rna-XM_002924388.4
OG0011902	ENST00000378466.7	rna-XM_034671278.1
OG0011903	ENST00000355716.4	rna-XM_002924387.4
OG0011904	ENST00000444521.6	rna-XM_011231233.3
OG0011905	ENST00000378412.7	rna-XM_034671197.1
OG0011906	ENST00000401095.8	rna-XM_034671426.1
OG0011907	ENST00000270722.9	rna-XM_034671080.1
OG0011908	ENST00000378378.8	rna-XM_034671634.1
OG0011909	ENST00000356575.8	rna-XM_019799859.2
OG0011910	ENST00000378344.6	rna-XM_011225265.2
OG0011911	ENST00000270708.11	rna-XM_034671112.1
OG0011912	ENST00000378295.8	rna-XM_034671105.1
OG0011913	ENST00000294600.6	rna-XM_034672034.1
OG0011914	ENST00000444870.6	rna-XM_034671145.1
OG0011915	ENST00000378251.2	rna-XM_002919421.4
OG0011916	ENST00000378230.7	rna-XM_034671116.1
OG0011917	ENST00000338895.7	rna-XM_019799857.2
OG0011918	ENST00000361605.3	rna-XM_002919415.4
OG0011919	ENST00000378190.7	rna-XM_034671486.1
OG0011920	ENST00000378156.8	rna-XM_034671121.1
OG0011921	ENST00000234875.8	rna-NM_001304916.1
OG0011922	ENST00000377939.4	rna-XM_034671141.1
OG0011923	ENST00000343813.9	rna-XM_034671137.1
OG0011924	ENST00000377898.3	rna-XM_034671138.1
OG0011925	ENST00000377893.2	rna-XM_034671134.1, rna-XM_034671135.1
OG0011926	ENST00000636330.1	rna-XM_034671151.1
OG0011927	ENST00000377782.7	rna-XM_034671149.1
OG0011928	ENST00000537245.5	rna-XM_011230592.3
OG0011929	ENST00000377705.5	rna-XM_034672037.1
OG0011930	ENST00000333172.10	rna-XM_034671154.1
OG0011931	ENST00000377674.8	rna-XM_011230588.3
OG0011932	ENST00000377648.4	rna-XM_002923860.4
OG0011933	ENST00000054650.8	rna-XM_034671156.1
OG0011934	ENST00000377577.9	rna-XM_034671155.1
OG0011935	ENST00000615230.4	rna-XM_034671159.1
OG0011936	ENST00000338639.9	rna-XM_019799075.2
OG0011937	ENST00000377482.9	rna-XM_034671177.1
OG0011938	ENST00000337907.7	rna-XM_034671164.1
OG0011939	ENST00000377436.6	rna-XM_034671715.1
OG0011940	ENST00000377411.4	rna-XM_034671174.1
OG0011941	ENST00000602477.1	rna-XM_034671176.1
OG0011942	ENST00000340381.10	rna-XM_034671181.1
OG0011943	ENST00000377298.8	rna-XM_034671179.1
OG0011944	ENST00000377223.5	rna-XM_002918679.4
OG0011945	ENST00000377205.5	rna-XM_011224241.3
OG0011946	ENST00000294435.7	rna-XM_034672061.1
OG0011947	ENST00000400900.6, ENST00000309048.7	rna-XM_002927434.4
OG0011948	ENST00000377049.3	rna-XM_002927435.4
OG0011949	ENST00000377038.7	rna-XM_002927436.4
OG0011950	ENST00000356607.8	rna-XM_034671190.1
OG0011951	ENST00000377022.7	rna-XM_034671191.1
OG0011952	ENST00000400897.7	rna-XM_034671195.1
OG0011953	ENST00000376957.6	rna-XM_011229324.3
