Orthogroup	homSap.longCDS.prots	ursAme.longCDS.prots
OG0014207	ENST00000310389.5	transcript_ENSUAMT00000006572
OG0014208	ENST00000429602.6	transcript_ENSUAMT00000006559
OG0014209	ENST00000265097.8	transcript_ENSUAMT00000014896
OG0014210	ENST00000636584.1	transcript_ENSUAMT00000017299
OG0014211	ENST00000393752.2	transcript_ENSUAMT00000017311
OG0014212	ENST00000239243.6	transcript_ENSUAMT00000018681
OG0014213	ENST00000303177.7	transcript_ENSUAMT00000025543
OG0014214	ENST00000265085.9	transcript_ENSUAMT00000020262
OG0014215	ENST00000265087.8	transcript_ENSUAMT00000003946
OG0014216	ENST00000329198.4	transcript_ENSUAMT00000003756
OG0014217	ENST00000231668.13	transcript_ENSUAMT00000003799
OG0014218	ENST00000296953.6	transcript_ENSUAMT00000040945
OG0014219	ENST00000393784.7	transcript_ENSUAMT00000040941
OG0014220	ENST00000239223.3	transcript_ENSUAMT00000004269
OG0014221	ENST00000369800.5	transcript_ENSUAMT00000032289
OG0014222	ENST00000311601.5	transcript_ENSUAMT00000040363
OG0014223	ENST00000393792.2	transcript_ENSUAMT00000000195
OG0014224	ENST00000176763.9	transcript_ENSUAMT00000034716
OG0014225	ENST00000274625.5	transcript_ENSUAMT00000034263
OG0014226	ENST00000434108.5	transcript_ENSUAMT00000026902
OG0014227	ENST00000274629.8	transcript_ENSUAMT00000022707
OG0014228	ENST00000046794.9	transcript_ENSUAMT00000041300
OG0014229	ENST00000306268.6	transcript_ENSUAMT00000040186
OG0014230	ENST00000377365.3	transcript_ENSUAMT00000040654
OG0014231	ENST00000231572.7	transcript_ENSUAMT00000033876
OG0014232	ENST00000393915.8	transcript_ENSUAMT00000040523
OG0014233	ENST00000302764.8	transcript_ENSUAMT00000040528
OG0014234	ENST00000393929.5	transcript_ENSUAMT00000040531
OG0014235	ENST00000393975.3	transcript_ENSUAMT00000022659
OG0014236	ENST00000393977.7	transcript_ENSUAMT00000010106
OG0014237	ENST00000307063.8	transcript_ENSUAMT00000010100
OG0014238	ENST00000522793.5	transcript_ENSUAMT00000010099
OG0014239	ENST00000231228.2	transcript_ENSUAMT00000016080
OG0014240	ENST00000296786.7	transcript_ENSUAMT00000012738
OG0014241	ENST00000523908.5	transcript_ENSUAMT00000018830
OG0014242	ENST00000286307.5	transcript_ENSUAMT00000018828
OG0014243	ENST00000231198.11	transcript_ENSUAMT00000018826
OG0014244	ENST00000517905.1	transcript_ENSUAMT00000018818
OG0014245	ENST00000311946.7	transcript_ENSUAMT00000018810
OG0014246	ENST00000312349.4	transcript_ENSUAMT00000038047
OG0014247	ENST00000422843.7	transcript_ENSUAMT00000038051
OG0014248	ENST00000302938.4	transcript_ENSUAMT00000038053
OG0014249	ENST00000286317.5	transcript_ENSUAMT00000000932
OG0014250	ENST00000307851.8	transcript_ENSUAMT00000000915
OG0014251	ENST00000522693.5	transcript_ENSUAMT00000032609
OG0014252	ENST00000274532.6	transcript_ENSUAMT00000008087
OG0014253	ENST00000439747.7	transcript_ENSUAMT00000027512
OG0014254	ENST00000285873.7	transcript_ENSUAMT00000027645
OG0014255	ENST00000517876.5	transcript_ENSUAMT00000027669
OG0014256	ENST00000326080.9	transcript_ENSUAMT00000027671
OG0014257	ENST00000336314.8	transcript_ENSUAMT00000027675
OG0014258	ENST00000231121.2	transcript_ENSUAMT00000027676
OG0014259	ENST00000322602.9	transcript_ENSUAMT00000028940
OG0014260	ENST00000351797.8	transcript_ENSUAMT00000030969
OG0014261	ENST00000255262.3	transcript_ENSUAMT00000012741
OG0014262	ENST00000394123.7	transcript_ENSUAMT00000011082
OG0014263	ENST00000377713.3	transcript_ENSUAMT00000034033
OG0014264	ENST00000357164.3	transcript_ENSUAMT00000034055
OG0014265	ENST00000355417.6	transcript_ENSUAMT00000034065
OG0014266	ENST00000315050.11	transcript_ENSUAMT00000034081
OG0014267	ENST00000388825.8	transcript_ENSUAMT00000034084
OG0014268	ENST00000526627.1	transcript_ENSUAMT00000034091
OG0014269	ENST00000446090.6	transcript_ENSUAMT00000004958
OG0014270	ENST00000517768.5	transcript_ENSUAMT00000036728
OG0014271	ENST00000394243.5	transcript_ENSUAMT00000036725
OG0014272	ENST00000518797.5	transcript_ENSUAMT00000036719
OG0014273	ENST00000377797.7	transcript_ENSUAMT00000036709
OG0014274	ENST00000328668.7	transcript_ENSUAMT00000036706
OG0014275	ENST00000524041.1	transcript_ENSUAMT00000035957
OG0014276	ENST00000231656.12	transcript_ENSUAMT00000035951
OG0014277	ENST00000261799.8	transcript_ENSUAMT00000035949
OG0014278	ENST00000286301.7	transcript_ENSUAMT00000035948
OG0014279	ENST00000613459.4	transcript_ENSUAMT00000035945
OG0014280	ENST00000296736.3	transcript_ENSUAMT00000035943
OG0014281	ENST00000286298.4	transcript_ENSUAMT00000035941
OG0014282	ENST00000333677.6	transcript_ENSUAMT00000025080
OG0014283	ENST00000261796.3	transcript_ENSUAMT00000028082
OG0014284	ENST00000274569.8	transcript_ENSUAMT00000028084
OG0014285	ENST00000296721.8	transcript_ENSUAMT00000028305
OG0014286	ENST00000515425.5	transcript_ENSUAMT00000021739
OG0014287	ENST00000305988.5	transcript_ENSUAMT00000040314
OG0014288	ENST00000360693.7	transcript_ENSUAMT00000023525
OG0014289	ENST00000340253.9	transcript_ENSUAMT00000024162
OG0014290	ENST00000511717.6	transcript_ENSUAMT00000036077
OG0014291	ENST00000231009.2	transcript_ENSUAMT00000041234
OG0014292	ENST00000381405.4	transcript_ENSUAMT00000041237
OG0014293	ENST00000343017.11	transcript_ENSUAMT00000018335
OG0014294	ENST00000302005.2	transcript_ENSUAMT00000018333
OG0014295	ENST00000296684.9	transcript_ENSUAMT00000033249
OG0014296	ENST00000256759.7	transcript_ENSUAMT00000033248
OG0014297	ENST00000396954.7	transcript_ENSUAMT00000039333
OG0014298	ENST00000296585.9	transcript_ENSUAMT00000039322
OG0014299	ENST00000282588.6	transcript_ENSUAMT00000003154
OG0014300	ENST00000505697.6	transcript_ENSUAMT00000025935
OG0014301	ENST00000303221.9	transcript_ENSUAMT00000025938
OG0014302	ENST00000507110.5	transcript_ENSUAMT00000009366
OG0014303	ENST00000264664.4	transcript_ENSUAMT00000009350
OG0014304	ENST00000264663.9	transcript_ENSUAMT00000017054
OG0014305	ENST00000306846.7	transcript_ENSUAMT00000016905
OG0014306	ENST00000306862.6	transcript_ENSUAMT00000011970
OG0014307	ENST00000500337.6	transcript_ENSUAMT00000011974
OG0014308	ENST00000489442.5	transcript_ENSUAMT00000011976
OG0014309	ENST00000325110.10	transcript_ENSUAMT00000011981
OG0014310	ENST00000326035.6	transcript_ENSUAMT00000011982
OG0014311	ENST00000509156.5	transcript_ENSUAMT00000027513
OG0014312	ENST00000514985.5	transcript_ENSUAMT00000016662
OG0014313	ENST00000361970.9	transcript_ENSUAMT00000016669
OG0014314	ENST00000620156.4	transcript_ENSUAMT00000001356
OG0014315	ENST00000281623.7	transcript_ENSUAMT00000001068
OG0014316	ENST00000381647.6	transcript_ENSUAMT00000001030
OG0014317	ENST00000377801.7	transcript_ENSUAMT00000033905
OG0014318	ENST00000337836.9	transcript_ENSUAMT00000026446
OG0014319	ENST00000399564.4	transcript_ENSUAMT00000026465
OG0014320	ENST00000313164.9	transcript_ENSUAMT00000026470
OG0014321	ENST00000254691.9	transcript_ENSUAMT00000036628
OG0014322	ENST00000274242.9	transcript_ENSUAMT00000036629
OG0014323	ENST00000337702.4	transcript_ENSUAMT00000011269
OG0014324	ENST00000302472.3	transcript_ENSUAMT00000011271
OG0014325	ENST00000320816.10	transcript_ENSUAMT00000017029
OG0014326	ENST00000512982.2	transcript_ENSUAMT00000034539
OG0014327	ENST00000296782.9	transcript_ENSUAMT00000034806
OG0014328	ENST00000274276.7	transcript_ENSUAMT00000034861
OG0014329	ENST00000263409.8	transcript_ENSUAMT00000027347
OG0014330	ENST00000354891.7	transcript_ENSUAMT00000027230
OG0014331	ENST00000427982.5	transcript_ENSUAMT00000024437
OG0014332	ENST00000265107.8	transcript_ENSUAMT00000024500
OG0014333	ENST00000231498.7	transcript_ENSUAMT00000003805
OG0014334	ENST00000508244.5	transcript_ENSUAMT00000003898
OG0014335	ENST00000282516.12	transcript_ENSUAMT00000020992
OG0014336	ENST00000502994.5	transcript_ENSUAMT00000029011
OG0014337	ENST00000381937.8	transcript_ENSUAMT00000029007
OG0014338	ENST00000546211.5	transcript_ENSUAMT00000029004
OG0014339	ENST00000397367.6	transcript_ENSUAMT00000005405
OG0014340	ENST00000231420.10	transcript_ENSUAMT00000032565
OG0014341	ENST00000382021.2	transcript_ENSUAMT00000032550
OG0014342	ENST00000336767.5	transcript_ENSUAMT00000032549
OG0014343	ENST00000505624.5	transcript_ENSUAMT00000032546
OG0014344	ENST00000515799.5	transcript_ENSUAMT00000007255
OG0014345	ENST00000382085.7	transcript_ENSUAMT00000003091
OG0014346	ENST00000296589.8	transcript_ENSUAMT00000018502
OG0014347	ENST00000265074.12	transcript_ENSUAMT00000000170
OG0014348	ENST00000506237.5	transcript_ENSUAMT00000000162
OG0014349	ENST00000265069.12	transcript_ENSUAMT00000000151
OG0014350	ENST00000382142.7	transcript_ENSUAMT00000000109
OG0014351	ENST00000265070.6	transcript_ENSUAMT00000024471
OG0014352	ENST00000438447.1	transcript_ENSUAMT00000024521
OG0014353	ENST00000325366.13	transcript_ENSUAMT00000036918
OG0014354	ENST00000511367.6	transcript_ENSUAMT00000036916
OG0014355	ENST00000274203.13	transcript_ENSUAMT00000035242
OG0014356	ENST00000306320.9	transcript_ENSUAMT00000035155
OG0014357	ENST00000308683.2	transcript_ENSUAMT00000035152
OG0014358	ENST00000504595.1	transcript_ENSUAMT00000030856
OG0014359	ENST00000284268.6	transcript_ENSUAMT00000018366
OG0014360	ENST00000284274.4	transcript_ENSUAMT00000018362
OG0014361	ENST00000274217.3	transcript_ENSUAMT00000018358
OG0014362	ENST00000304623.12	transcript_ENSUAMT00000041547
OG0014363	ENST00000503804.5	transcript_ENSUAMT00000012506
OG0014364	ENST00000274140.9	transcript_ENSUAMT00000013234
OG0014365	ENST00000511437.5	transcript_ENSUAMT00000034655
OG0014366	ENST00000382492.3	transcript_ENSUAMT00000002139
OG0014367	ENST00000264668.6	transcript_ENSUAMT00000014229
OG0014368	ENST00000264669.9	transcript_ENSUAMT00000014226
OG0014369	ENST00000230859.7	transcript_ENSUAMT00000036053
OG0014370	ENST00000274192.6	transcript_ENSUAMT00000036059
OG0014371	ENST00000264670.10	transcript_ENSUAMT00000036339
OG0014372	ENST00000255764.3	transcript_ENSUAMT00000014066
OG0014373	ENST00000302006.3	transcript_ENSUAMT00000024304
OG0014374	ENST00000382611.10	transcript_ENSUAMT00000037638
OG0014375	ENST00000613726.4	transcript_ENSUAMT00000029757
OG0014376	ENST00000475622.5	transcript_ENSUAMT00000019700
OG0014377	ENST00000320895.9	transcript_ENSUAMT00000019713
OG0014378	ENST00000310581.9	transcript_ENSUAMT00000019719
OG0014379	ENST00000324642.3	transcript_ENSUAMT00000019722
OG0014380	ENST00000304460.10	transcript_ENSUAMT00000019751
OG0014381	ENST00000166345.7	transcript_ENSUAMT00000021308
OG0014382	ENST00000467963.5	transcript_ENSUAMT00000021291
OG0014383	ENST00000264935.5	transcript_ENSUAMT00000025243
OG0014384	ENST00000264938.7	transcript_ENSUAMT00000032214
OG0014385	ENST00000512944.5	transcript_ENSUAMT00000032160
OG0014386	ENST00000316418.9	transcript_ENSUAMT00000032157
OG0014387	ENST00000264933.8	transcript_ENSUAMT00000032155
OG0014388	ENST00000264932.10	transcript_ENSUAMT00000032153
OG0014389	ENST00000296824.3	transcript_ENSUAMT00000032152
OG0014390	ENST00000328278.3	transcript_ENSUAMT00000032151
OG0014391	ENST00000637938.1	transcript_ENSUAMT00000032149
OG0014392	ENST00000331427.8	transcript_ENSUAMT00000014536
OG0014393	ENST00000397962.8	transcript_ENSUAMT00000006497
OG0014394	ENST00000612396.4	transcript_ENSUAMT00000023368
OG0014395	ENST00000358220.5	transcript_ENSUAMT00000020695
OG0014396	ENST00000381312.5	transcript_ENSUAMT00000020699
OG0014397	ENST00000380989.6	transcript_ENSUAMT00000025184
OG0014398	ENST00000298375.11	transcript_ENSUAMT00000009675
OG0014399	ENST00000380433.4	transcript_ENSUAMT00000009687
OG0014400	ENST00000355029.8	transcript_ENSUAMT00000009697
OG0014401	ENST00000357700.10	transcript_ENSUAMT00000009725
OG0014402	ENST00000328090.9	transcript_ENSUAMT00000009742
OG0014403	ENST00000380094.9	transcript_ENSUAMT00000009754
OG0014404	ENST00000379999.6	transcript_ENSUAMT00000009766
OG0014405	ENST00000397248.6	transcript_ENSUAMT00000009779
OG0014406	ENST00000379959.7	transcript_ENSUAMT00000009782
OG0014407	ENST00000379888.8	transcript_ENSUAMT00000013145
OG0014408	ENST00000361972.8	transcript_ENSUAMT00000036205
OG0014409	ENST00000397146.6	transcript_ENSUAMT00000036203
OG0014410	ENST00000358415.8	transcript_ENSUAMT00000015751
OG0014411	ENST00000344293.5	transcript_ENSUAMT00000026999
OG0014412	ENST00000379328.7	transcript_ENSUAMT00000032221
OG0014413	ENST00000379215.8	transcript_ENSUAMT00000001454
OG0014414	ENST00000277570.9	transcript_ENSUAMT00000034222
OG0014415	ENST00000356352.6	transcript_ENSUAMT00000034370
OG0014416	ENST00000263035.8	transcript_ENSUAMT00000034407
OG0014417	ENST00000378825.4	transcript_ENSUAMT00000020659
OG0014418	ENST00000263036.9	transcript_ENSUAMT00000020669
OG0014419	ENST00000484800.6	transcript_ENSUAMT00000020683
OG0014420	ENST00000378681.7	transcript_ENSUAMT00000003100
OG0014421	ENST00000341083.7	transcript_ENSUAMT00000013334
OG0014422	ENST00000357447.6	transcript_ENSUAMT00000002207
OG0014423	ENST00000181796.6	transcript_ENSUAMT00000040426
OG0014424	ENST00000465530.1	transcript_ENSUAMT00000004565
OG0014425	ENST00000378372.7	transcript_ENSUAMT00000004529
OG0014426	ENST00000407572.5	transcript_ENSUAMT00000003246
OG0014427	ENST00000356189.5	transcript_ENSUAMT00000003259
OG0014428	ENST00000378203.5	transcript_ENSUAMT00000003264
OG0014429	ENST00000378116.8	transcript_ENSUAMT00000003410
OG0014430	ENST00000378076.3	transcript_ENSUAMT00000013094
OG0014431	ENST00000277632.7	transcript_ENSUAMT00000004501
OG0014432	ENST00000535784.6	transcript_ENSUAMT00000004997
OG0014433	ENST00000298943.3	transcript_ENSUAMT00000005001
OG0014434	ENST00000377921.7	transcript_ENSUAMT00000010150
OG0014435	ENST00000377833.8	transcript_ENSUAMT00000002148
OG0014436	ENST00000377799.7	transcript_ENSUAMT00000040230
OG0014437	ENST00000377602.4	transcript_ENSUAMT00000040239
OG0014438	ENST00000569591.2	transcript_ENSUAMT00000027601
OG0014439	ENST00000324631.11	transcript_ENSUAMT00000006004
OG0014440	ENST00000377304.6	transcript_ENSUAMT00000021059
OG0014441	ENST00000377275.3	transcript_ENSUAMT00000021054
OG0014442	ENST00000454679.6	transcript_ENSUAMT00000002696
OG0014443	ENST00000377252.4	transcript_ENSUAMT00000001231
OG0014444	ENST00000631589.1	transcript_ENSUAMT00000000315
OG0014445	ENST00000376836.7	transcript_ENSUAMT00000031602
OG0014446	ENST00000376624.7	transcript_ENSUAMT00000031567
OG0014447	ENST00000298032.9	transcript_ENSUAMT00000036989
OG0014448	ENST00000376510.7	transcript_ENSUAMT00000036987
OG0014449	ENST00000376454.7	transcript_ENSUAMT00000038529
OG0014450	ENST00000396432.6	transcript_ENSUAMT00000010523
OG0014451	ENST00000331161.8	transcript_ENSUAMT00000012674
OG0014452	ENST00000524413.5	transcript_ENSUAMT00000012668
OG0014453	ENST00000376236.8	transcript_ENSUAMT00000000677
OG0014454	ENST00000375888.5	transcript_ENSUAMT00000013211
OG0014455	ENST00000375940.8	transcript_ENSUAMT00000013222
OG0014456	ENST00000438700.7	transcript_ENSUAMT00000007208
OG0014457	ENST00000423465.1	transcript_ENSUAMT00000018721
OG0014458	ENST00000305242.9	transcript_ENSUAMT00000024668
OG0014459	ENST00000337532.9	transcript_ENSUAMT00000038259
OG0014460	ENST00000354911.8	transcript_ENSUAMT00000024325
OG0014461	ENST00000375533.5	transcript_ENSUAMT00000024291
OG0014462	ENST00000263056.5	transcript_ENSUAMT00000010735
OG0014463	ENST00000263063.8	transcript_ENSUAMT00000015671
OG0014464	ENST00000375377.1	transcript_ENSUAMT00000001733
OG0014465	ENST00000355867.8	transcript_ENSUAMT00000010877
OG0014466	ENST00000361310.7	transcript_ENSUAMT00000015780
OG0014467	ENST00000361642.9	transcript_ENSUAMT00000002474
OG0014468	ENST00000344936.6	transcript_ENSUAMT00000024285
OG0014469	ENST00000263062.8	transcript_ENSUAMT00000011198
OG0014470	ENST00000265371.8	transcript_ENSUAMT00000017277
OG0014471	ENST00000374789.7	transcript_ENSUAMT00000030082
OG0014472	ENST00000421317.4	transcript_ENSUAMT00000032557
OG0014473	ENST00000429130.7	transcript_ENSUAMT00000006146
OG0014474	ENST00000321660.1	transcript_ENSUAMT00000001580
OG0014475	ENST00000614691.1	transcript_ENSUAMT00000021366
OG0014476	ENST00000555728.5	transcript_ENSUAMT00000021358
OG0014477	ENST00000257895.9	transcript_ENSUAMT00000020698
OG0014478	ENST00000257868.9	transcript_ENSUAMT00000020694
OG0014479	ENST00000552080.1	transcript_ENSUAMT00000021367
OG0014481	ENST00000322569.8	transcript_ENSUAMT00000020481
OG0014482	ENST00000408946.6	transcript_ENSUAMT00000020482
OG0014483	ENST00000331886.9	transcript_ENSUAMT00000020660
OG0014484	ENST00000449260.6	transcript_ENSUAMT00000020666
OG0014485	ENST00000356124.8	transcript_ENSUAMT00000020678
OG0014486	ENST00000262032.9	transcript_ENSUAMT00000020687
OG0014487	ENST00000267101.7	transcript_ENSUAMT00000015156
OG0014488	ENST00000257940.6	transcript_ENSUAMT00000014641
OG0014489	ENST00000267113.4	transcript_ENSUAMT00000014624
OG0014490	ENST00000553066.5	transcript_ENSUAMT00000014617
OG0014491	ENST00000345093.8	transcript_ENSUAMT00000005859
OG0014492	ENST00000267023.8	transcript_ENSUAMT00000039966
OG0014493	ENST00000454355.6	transcript_ENSUAMT00000039965
OG0014494	ENST00000267116.7	transcript_ENSUAMT00000039817
OG0014495	ENST00000308197.9	transcript_ENSUAMT00000039190
OG0014496	ENST00000425394.6	transcript_ENSUAMT00000039163
OG0014497	ENST00000228534.5	transcript_ENSUAMT00000038864
OG0014498	ENST00000314128.8	transcript_ENSUAMT00000038863
OG0014499	ENST00000398189.3	transcript_ENSUAMT00000038862
OG0014500	ENST00000553532.5	transcript_ENSUAMT00000038861
OG0014501	ENST00000338146.6	transcript_ENSUAMT00000031430
OG0014502	ENST00000262031.9	transcript_ENSUAMT00000031177
OG0014503	ENST00000551812.5	transcript_ENSUAMT00000031392
OG0014504	ENST00000338193.10	transcript_ENSUAMT00000031420
OG0014505	ENST00000293502.1	transcript_ENSUAMT00000015138
OG0014506	ENST00000300098.2	transcript_ENSUAMT00000015148
OG0014507	ENST00000300101.2	transcript_ENSUAMT00000015151
OG0014508	ENST00000357616.7	transcript_ENSUAMT00000015154
OG0014509	ENST00000300128.8	transcript_ENSUAMT00000030592
OG0014510	ENST00000300131.7	transcript_ENSUAMT00000030589
OG0014511	ENST00000300134.7	transcript_ENSUAMT00000030585
OG0014512	ENST00000328923.7	transcript_ENSUAMT00000030201
OG0014513	ENST00000332782.6	transcript_ENSUAMT00000030198
OG0014514	ENST00000309668.2	transcript_ENSUAMT00000027549
OG0014515	ENST00000266646.2	transcript_ENSUAMT00000027552
OG0014516	ENST00000228682.6	transcript_ENSUAMT00000027555
OG0014517	ENST00000393797.6	transcript_ENSUAMT00000027596
OG0014518	ENST00000262027.9	transcript_ENSUAMT00000027633
OG0014519	ENST00000551116.5	transcript_ENSUAMT00000037523
OG0014520	ENST00000355673.7	transcript_ENSUAMT00000037522
OG0014521	ENST00000540759.6	transcript_ENSUAMT00000037255
OG0014522	ENST00000551632.1	transcript_ENSUAMT00000037254
OG0014523	ENST00000333972.11	transcript_ENSUAMT00000037251
OG0014524	ENST00000320442.8	transcript_ENSUAMT00000037244
OG0014525	ENST00000341156.8	transcript_ENSUAMT00000037234
OG0014526	ENST00000315970.11	transcript_ENSUAMT00000016222
OG0014527	ENST00000547588.5	transcript_ENSUAMT00000018508
OG0014528	ENST00000257910.7	transcript_ENSUAMT00000018507
OG0014529	ENST00000257904.10	transcript_ENSUAMT00000018504
OG0014530	ENST00000228606.8	transcript_ENSUAMT00000018498
OG0014531	ENST00000324871.11	transcript_ENSUAMT00000018495
OG0014532	ENST00000323833.12	transcript_ENSUAMT00000018483
OG0014533	ENST00000398073.6	transcript_ENSUAMT00000018395
OG0014534	ENST00000300145.3	transcript_ENSUAMT00000018393
OG0014535	ENST00000320743.7	transcript_ENSUAMT00000037717
OG0014536	ENST00000552432.5	transcript_ENSUAMT00000020546
OG0014537	ENST00000393630.7	transcript_ENSUAMT00000005627
OG0014538	ENST00000299178.3	transcript_ENSUAMT00000040118
OG0014539	ENST00000261234.10	transcript_ENSUAMT00000020251
OG0014540	ENST00000311915.12	transcript_ENSUAMT00000026768
OG0014541	ENST00000331710.9	transcript_ENSUAMT00000020573
OG0014542	ENST00000637125.1	transcript_ENSUAMT00000031707
OG0014543	ENST00000543646.5	transcript_ENSUAMT00000031700
OG0014544	ENST00000539867.5	transcript_ENSUAMT00000031696
OG0014545	ENST00000286574.8	transcript_ENSUAMT00000005496
OG0014546	ENST00000308330.2	transcript_ENSUAMT00000005470
OG0014547	ENST00000355192.7	transcript_ENSUAMT00000004775
OG0014548	ENST00000536545.5, ENST00000620307.4	transcript_ENSUAMT00000028705
OG0014549	ENST00000266604.6	transcript_ENSUAMT00000036902
OG0014550	ENST00000261233.8	transcript_ENSUAMT00000037920
OG0014551	ENST00000247815.8	transcript_ENSUAMT00000037912
OG0014552	ENST00000229134.4	transcript_ENSUAMT00000011009
OG0014553	ENST00000538666.5	transcript_ENSUAMT00000027400
OG0014554	ENST00000303145.11	transcript_ENSUAMT00000027606
OG0014555	ENST00000229179.8	transcript_ENSUAMT00000026849
OG0014556	ENST00000398004.3	transcript_ENSUAMT00000026628
OG0014557	ENST00000551568.5	transcript_ENSUAMT00000026623
OG0014558	ENST00000266679.8	transcript_ENSUAMT00000034131
OG0014559	ENST00000549921.5	transcript_ENSUAMT00000038743
OG0014560	ENST00000299300.10	transcript_ENSUAMT00000038745
OG0014561	ENST00000361484.4	transcript_ENSUAMT00000038746
OG0014562	ENST00000330891.9	transcript_ENSUAMT00000038750
OG0014563	ENST00000552032.6	transcript_ENSUAMT00000013859
OG0014564	ENST00000229195.7	transcript_ENSUAMT00000023846
OG0014565	ENST00000334414.10	transcript_ENSUAMT00000020434
OG0014566	ENST00000283228.6	transcript_ENSUAMT00000020459
OG0014567	ENST00000393330.6	transcript_ENSUAMT00000015491
OG0014568	ENST00000266674.9	transcript_ENSUAMT00000002512
OG0014569	ENST00000378743.7	transcript_ENSUAMT00000002307
OG0014570	ENST00000266673.9	transcript_ENSUAMT00000002194
OG0014571	ENST00000261263.4	transcript_ENSUAMT00000002204
OG0014572	ENST00000550746.5	transcript_ENSUAMT00000002218
OG0014573	ENST00000261180.8	transcript_ENSUAMT00000016152
OG0014574	ENST00000519948.3	transcript_ENSUAMT00000018098
OG0014575	ENST00000409445.7	transcript_ENSUAMT00000014150
OG0014576	ENST00000378695.8	transcript_ENSUAMT00000014156
OG0014577	ENST00000550916.5	transcript_ENSUAMT00000014165
OG0014578	ENST00000266659.7	transcript_ENSUAMT00000023088
OG0014579	ENST00000229214.8	transcript_ENSUAMT00000023073
OG0014580	ENST00000619060.1	transcript_ENSUAMT00000026036
OG0014581	ENST00000393262.3	transcript_ENSUAMT00000026034
OG0014582	ENST00000261183.7	transcript_ENSUAMT00000026029
OG0014583	ENST00000426126.6	transcript_ENSUAMT00000003140
OG0014584	ENST00000322886.11	transcript_ENSUAMT00000041133
OG0014585	ENST00000328827.8	transcript_ENSUAMT00000008783
OG0014586	ENST00000261207.9	transcript_ENSUAMT00000007160
OG0014587	ENST00000616559.4	transcript_ENSUAMT00000014611
OG0014588	ENST00000228641.3	transcript_ENSUAMT00000024402
OG0014589	ENST00000228644.3	transcript_ENSUAMT00000024399
OG0014590	ENST00000548058.5	transcript_ENSUAMT00000003340
OG0014591	ENST00000256151.7	transcript_ENSUAMT00000012645
OG0014592	ENST00000248306.7	transcript_ENSUAMT00000009562
OG0014593	ENST00000321196.7	transcript_ENSUAMT00000005066
OG0014594	ENST00000532498.6	transcript_ENSUAMT00000004070
OG0014595	ENST00000361228.4	transcript_ENSUAMT00000035012
OG0014596	ENST00000256010.6	transcript_ENSUAMT00000035011
OG0014597	ENST00000611864.4	transcript_ENSUAMT00000035010
OG0014598	ENST00000298699.6	transcript_ENSUAMT00000024449
OG0014599	ENST00000356891.3	transcript_ENSUAMT00000024455
OG0014600	ENST00000309041.11	transcript_ENSUAMT00000024634
OG0014601	ENST00000266712.10	transcript_ENSUAMT00000024644
OG0014602	ENST00000228280.9	transcript_ENSUAMT00000033510
OG0014603	ENST00000313546.7	transcript_ENSUAMT00000009090
OG0014605	ENST00000358859.3	transcript_ENSUAMT00000021765
OG0014606	ENST00000261172.7	transcript_ENSUAMT00000001036
OG0014607	ENST00000322349.12	transcript_ENSUAMT00000016526
OG0014608	ENST00000340600.6	transcript_ENSUAMT00000037131
OG0014609	ENST00000332896.7	transcript_ENSUAMT00000037128
OG0014610	ENST00000258526.8	transcript_ENSUAMT00000025357
OG0014611	ENST00000397809.9	transcript_ENSUAMT00000001499
OG0014612	ENST00000261226.8	transcript_ENSUAMT00000015705
OG0014613	ENST00000327772.6	transcript_ENSUAMT00000033917
OG0014614	ENST00000333003.9	transcript_ENSUAMT00000034356
OG0014615	ENST00000343958.8	transcript_ENSUAMT00000009971
OG0014616	ENST00000436874.5	transcript_ENSUAMT00000009962
OG0014617	ENST00000323666.9	transcript_ENSUAMT00000010187
OG0014618	ENST00000343702.8	transcript_ENSUAMT00000011127
OG0014619	ENST00000344280.7	transcript_ENSUAMT00000011124
OG0014620	ENST00000266736.6	transcript_ENSUAMT00000011113
OG0014621	ENST00000261208.7	transcript_ENSUAMT00000011034
OG0014622	ENST00000228740.6	transcript_ENSUAMT00000010875
OG0014623	ENST00000228741.7	transcript_ENSUAMT00000010872
OG0014624	ENST00000557644.5	transcript_ENSUAMT00000015438
OG0014625	ENST00000266732.8	transcript_ENSUAMT00000006267
OG0014626	ENST00000299157.4	transcript_ENSUAMT00000006166
OG0014627	ENST00000551964.5	transcript_ENSUAMT00000028286
OG0014628	ENST00000547776.6	transcript_ENSUAMT00000028155
OG0014629	ENST00000324341.1	transcript_ENSUAMT00000016454
OG0014630	ENST00000279907.11	transcript_ENSUAMT00000000802
OG0014631	ENST00000635101.1	transcript_ENSUAMT00000040559
OG0014632	ENST00000551379.5	transcript_ENSUAMT00000040562
OG0014633	ENST00000266754.9	transcript_ENSUAMT00000040564
OG0014634	ENST00000536262.2	transcript_ENSUAMT00000005502
OG0014635	ENST00000261637.4	transcript_ENSUAMT00000023373
OG0014636	ENST00000551671.5	transcript_ENSUAMT00000023379
OG0014637	ENST00000551346.1	transcript_ENSUAMT00000023384
OG0014638	ENST00000452455.6	transcript_ENSUAMT00000035811
OG0014639	ENST00000229266.7	transcript_ENSUAMT00000035821
OG0014640	ENST00000266743.6	transcript_ENSUAMT00000035830
OG0014641	ENST00000299314.11	transcript_ENSUAMT00000016323
OG0014642	ENST00000258534.12	transcript_ENSUAMT00000028226
OG0014643	ENST00000240079.10	transcript_ENSUAMT00000028228
OG0014644	ENST00000552283.5	transcript_ENSUAMT00000010685
